26
36
43
47
52
58
63
74
90
27
36
43
47
52
58
64
75
90
27
37
43
47
53
58
65
75
90
27
37
43
47
53
58
66
76
91
27
37
43
48
53
58
66
76
91
29
37
44
48
53
58
66
78
91
30
37
44
48
53
59
67
80
92
30
37
44
48
54
59
67
80
92
30
37
44
48
54
59
67
80
92
30
39
44
48
54
59
67
80
93
31
39
44
48
54
60
68
81
93
31
39
45
48
54
60
68
81
93
31
39
45
49
55
60
69
81
93
32
39
45
49
55
60
69
82
95
32
39
45
49
55
60
69
82
95
33
39
45
49
56
60
69
83
33
40
45
50
56
61
69
83
33
41
45
50
56
61
69
83
33
42
46
51
56
61
69
83
33
42
46
51
56
61
69
84
34
42
46
51
57
61
71
84
34
42
46
51
57
61
71
84
34
42
46
51
57
62
72
84
35
43
46
52
57
62
73
84
35
43
47
52
58
62
74
84
36
43
47
52
58
63
74
84
